## RECSRecommendations Upload File
## RECS''## RECS'' indicates a Recommendations pre-process header. Please do not remove these lines.
## RECS
## RECSUse this file to upload product display information to Recommendations. Each product has its own row. Each line must contain 19 values and if not all are filled a space should be left.
## RECSThe last 100 columns (entity.custom1 - entity.custom100) are custom. The name 'customN' can be replaced with a custom name such as 'onSale' or 'brand'.
## RECSIf the products already exist in Recommendations then changes uploaded here will override the data in Recommendations. Any new attributes entered here will be added to the product''s entry in Recommendations.
## RECSentity.id,entity.name,entity.categoryId,entity.message,entity.thumbnailUrl,entity.value,entity.pageUrl,entity.inventory,entity.margin,entity.catnumlist,entity.min_original_price,entity.max_original_price,entity.min_current_price,entity.max_current_price,entity.averagerating,entity.totalreviewcount,entity.new_prdt_end_date,entity.mediacode,entity.keywords
120407,Women's Plus Size Sport Knit High Rise Elastic Waist Pull On Shorts,"[""Clothing"",""Bottoms"",""Shorts""]",,//s7.landsend.com/is/image/LandsEnd/019265_SS21_FF_A6J?$ix_img_v1$&amp;wid=170&amp;hei=255,,https://www.landsend.com/products/womens-plus-size-sport-knit-high-rise-elastic-waist-pull-on-shorts/id_120407,492,,"[15324,15329,15333]",34.95,34.95,34.95,34.95,4.0,1,,AE,"[""Adult"",""Womens"",""Spring"",""Mother's Day"",""Summer"",""Plus Size""]"
128201,Kids Short Sleeve Interlock Polo Shirt,"[""Clothing"",""Tops"",""Polo Shirts""]",,//s7.landsend.com/is/image/LandsEnd/051402_AK05_M1_RED?$ix_img_v1$&amp;wid=170&amp;hei=255,,https://www.landsend.com/products/kids-short-sleeve-interlock-polo-shirt/id_128201,24165,,"[15324,15325,15744]",19.95,22.95,19.95,22.95,4.1,238,,AE,"[""Big Girl size 7-16"",""Big Boy size 8-20"",""Big Kid size 8-20"",""Little Girl size 4-6X"",""Little Boy size 4-7"",""Little Kid size 4-7"",""Girls"",""Boys"",""Unisex"",""Back To School"",""Summer"",""Regular"",""Plus-Husky""]"
128203,Kids Short Sleeve Mesh Polo Shirt,"[""Clothing"",""Tops"",""Polo Shirts""]",,//s7.landsend.com/is/image/LandsEnd/051469_A807_M1_GRH?$ix_img_v1$&amp;wid=170&amp;hei=255,,https://www.landsend.com/products/kids-short-sleeve-mesh-polo-shirt/id_128203,18286,,"[15324,15325,15744]",17.95,19.95,17.95,19.95,4.3,105,,AE,"[""Big Girl size 7-16"",""Big Boy size 8-20"",""Big Kid size 8-20"",""Little Girl size 4-6X"",""Little Boy size 4-7"",""Little Kid size 4-7"",""Toddler 2T-4T"",""Girls"",""Boys"",""Unisex"",""Back To School"",""Summer"",""Regular""]"
128447,Kids Long Sleeve Mesh Polo Shirt,"[""Clothing"",""Tops"",""Polo Shirts""]",,//s7.landsend.com/is/image/LandsEnd/51438_AK05_M1_BLU?$ix_img_v1$&amp;wid=170&amp;hei=255,,https://www.landsend.com/products/kids-long-sleeve-mesh-polo-shirt/id_128447,40191,,"[15324,15325,15744]",20.95,25.95,20.95,25.95,4.3,64,,AE,"[""Big Girl size 7-16"",""Big Boy size 8-20"",""Big Kid size 8-20"",""Little Girl size 4-6X"",""Little Boy size 4-7"",""Little Kid size 4-7"",""Toddler 2T-4T"",""Girls"",""Boys"",""Unisex"",""Back To School"",""Regular"",""Plus-Husky""]"
128451,Kids Long Sleeve Interlock Polo Shirt,"[""Clothing"",""Tops"",""Polo Shirts""]",,//s7.landsend.com/is/image/LandsEnd/51369_AK06_M1_COB?$ix_img_v1$&amp;wid=170&amp;hei=255,,https://www.landsend.com/products/kids-long-sleeve-interlock-polo-shirt/id_128451,9516,,"[15324,15325,15744]",22.95,22.95,22.95,22.95,4.4,144,,AE,"[""Big Girl size 7-16"",""Big Boy size 8-20"",""Big Kid size 8-20"",""Little Girl size 4-6X"",""Little Boy size 4-7"",""Little Kid size 4-7"",""Girls"",""Boys"",""Unisex"",""Back To School"",""Regular""]"
130670,Men's Super-T Long Sleeve T-Shirt,"[""Clothing"",""Tops"",""Tops & Tees""]",,//s7.landsend.com/is/image/LandsEnd/060394_FW21_FF_WHI?$ix_img_v1$&amp;wid=170&amp;hei=255,,https://www.landsend.com/products/mens-super-t-long-sleeve-t-shirt/id_130670,8545,,"[15324,15325,15326]",32.95,37.95,32.95,37.95,4.6,39,,AE,"[""Adult"",""Mens"",""Regular"",""Tall""]"
130671,Men's Super-T Short Sleeve T-Shirt,"[""Clothing"",""Tops"",""Tops & Tees""]",,//s7.landsend.com/is/image/LandsEnd/060393_FW21_FF_A6J?$ix_img_v1$&amp;wid=170&amp;hei=255,,https://www.landsend.com/products/mens-super-t-short-sleeve-t-shirt/id_130671,37034,,"[15324,15325,15326]",27.95,32.95,27.95,32.95,4.6,20,,AE,"[""Adult"",""Young Men"",""Mens"",""For Him"",""Summer"",""Birthday"",""Regular"",""Tall""]"
137626,Men's Jersey Knit Shorts,"[""Clothing"",""Bottoms"",""Shorts""]",,//s7.landsend.com/is/image/LandsEnd/065516_FW21_FF_A6J?$ix_img_v1$&amp;wid=170&amp;hei=255,,https://www.landsend.com/products/mens-jersey-knit-shorts/id_137626,6979,,"[15324,15329,15333]",29.95,29.95,29.95,29.95,4.6,583,,AE,"[""Adult"",""Mens"",""Regular""]"
137631,Men's Super-T Short Sleeve T-Shirt with Pocket,"[""Clothing"",""Tops"",""Tops & Tees""]",,//s7.landsend.com/is/image/LandsEnd/061081_FW21_FF_A6J?$ix_img_v1$&amp;wid=170&amp;hei=255,,https://www.landsend.com/products/mens-super-t-short-sleeve-t-shirt-with-pocket/id_137631,19696,,"[15324,15325,15326]",27.95,32.95,27.95,32.95,4.6,10,,AE,"[""Adult"",""Mens"",""Regular"",""Tall""]"
142675,Kids Swirl Tie Dye Beach Towel,"[""Bath"",""Towels"",""Beach Towels""]",,//s7.landsend.com/is/image/LandsEnd/78762_AH06_M1_KG0?$ix_img_v1$&amp;wid=170&amp;hei=255,,https://www.landsend.com/products/kids-swirl-tie-dye-beach-towel/id_142675,11651,,"[15512,15520,15522]",26.95,26.95,26.95,26.95,4.1,167,,AE,"[""Little Kid size 4-7"",""Big Kid size 8-20"",""Girls"",""Boys"",""Gifts"",""Summer"",""Bath-Beach Towel""]"
143855,Men's Hemmed Short Sleeve Mesh Polo,"[""Clothing"",""Tops"",""Polo Shirts""]",,//s7.landsend.com/is/image/LandsEnd/029326_CT15_LF_BLA?$ix_img_v1$&amp;wid=170&amp;hei=255,,https://www.landsend.com/products/mens-hemmed-short-sleeve-mesh-polo/id_143855,7960,,"[15324,15325,15744]",25.95,30.95,14.99,30.95,3.8,13,,AE,"[""Adult"",""Mens"",""Regular"",""Tall""]"
143972,Men's Big Classic Hemmed Mesh Polo,"[""Clothing"",""Tops"",""Polo Shirts""]",,//s7.landsend.com/is/image/LandsEnd/029326_CT15_LF_BLA?$ix_img_v1$&amp;wid=170&amp;hei=255,,https://www.landsend.com/products/mens-big-classic-hemmed-mesh-polo/id_143972,753,,"[15324,15325,15744]",30.95,30.95,30.95,30.95,0.0,0,,AE,"[""Adult"",""Mens"",""Big""]"
144348,Men's Broadcloth Dress Shirt,"[""Clothing"",""Tops"",""Dress Shirts""]",,//s7.landsend.com/is/image/LandsEnd/087907_AG13_LF_DBB?$ix_img_v1$&amp;wid=170&amp;hei=255,,https://www.landsend.com/products/mens-broadcloth-dress-shirt/id_144348,7243,,"[15324,15325,15745]",30.95,35.95,30.95,35.95,4.1,74,,AE,"[""Adult"",""Mens"",""Casual"",""Wear to Work"",""For Him"",""Dressy"",""Regular"",""Tall""]"
146358,Boys Iron Knee Pull On Climber Pants,"[""Clothing"",""Bottoms"",""Pants""]",,//s7.landsend.com/is/image/LandsEnd/178340_AK06_M1_CLN?$ix_img_v1$&amp;wid=170&amp;hei=255,,https://www.landsend.com/products/boys-iron-knee-pull-on-climber-pants/id_146358,90,,"[15324,15329,15331]",34.95,34.95,34.95,34.95,4.7,647,,AE,"[""Big Boy size 8-20"",""Boys"",""Regular""]"
147199,Men's Super-T Long Sleeve T-Shirt with Pocket,"[""Clothing"",""Tops"",""Tops & Tees""]",,//s7.landsend.com/is/image/LandsEnd/173824_FW21_FF_WHI?$ix_img_v1$&amp;wid=170&amp;hei=255,,https://www.landsend.com/products/mens-super-t-long-sleeve-t-shirt-with-pocket/id_147199,3074,,"[15324,15325,15326]",32.95,37.95,32.95,37.95,4.6,572,,AE,"[""Adult"",""Mens"",""Regular"",""Tall""]"
149004,Men's Silk Churchill Dot Tie,"[""Accessories"",""Accessories"",""Ties""]",,//s7.landsend.com/is/image/LandsEnd/190253_A810_LF_63Z?$ix_img_v1$&amp;wid=170&amp;hei=255,,https://www.landsend.com/products/mens-silk-churchill-dot-tie/id_149004,50,,"[15398,15399,15413]",49.95,49.95,49.95,49.95,4.2,58,,AE,"[""Adult"",""Mens"",""For Him"",""Easter"",""Regular""]"
149724,Women's 3/4 Sleeve Performance Twill Shirt,"[""Clothing"",""Tops"",""Shirts & Blouses""]",,//s7.landsend.com/is/image/LandsEnd/065868_SS21_FF_DBB?$ix_img_v1$&amp;wid=170&amp;hei=255,,https://www.landsend.com/products/womens-34-sleeve-performance-twill-shirt/id_149724,2465,,"[15324,15325,15724]",35.95,35.95,35.95,35.95,4.2,198,,AE,"[""Adult"",""Womens"",""Regular"",""Petite""]"
151813,Men's Crewneck Undershirt 3 Pack,"[""Clothing"",""Underwear"",""Tops""]",,//s7.landsend.com/is/image/LandsEnd/183553_AE06_M1_A6J?$ix_img_v1$&amp;wid=170&amp;hei=255,,https://www.landsend.com/products/mens-crewneck-undershirt-3-pack/id_151813,2357,,"[15324,15373,15374]",29.95,34.95,29.95,34.95,5.0,2,,AE,"[""Adult"",""Mens"",""Regular"",""Tall""]"
151814,Men's V-Neck Undershirt 3 Pack,"[""Clothing"",""Underwear"",""Tops""]",,//s7.landsend.com/is/image/LandsEnd/183555_FC18_LF_A6J?$ix_img_v1$&amp;wid=170&amp;hei=255,,https://www.landsend.com/products/mens-v-neck-undershirt-3-pack/id_151814,3481,,"[15324,15373,15374]",29.95,34.95,29.95,34.95,4.0,1,,AE,"[""Adult"",""Mens"",""Regular"",""Tall""]"
151815,Men's Calf Length Turkish Terry Robe,"[""Clothing"",""Sleepwear"",""Robes""]",,//s7.landsend.com/is/image/LandsEnd/184353_FW20_FF_A7J?$ix_img_v1$&amp;wid=170&amp;hei=255,,https://www.landsend.com/products/mens-calf-length-turkish-terry-robe/id_151815,22307,,"[15324,15366,15371]",89.95,89.95,89.95,89.95,4.8,38,,AE,"[""Adult"",""Mens"",""Gifts"",""For Him"",""Father's Day"",""Birthday"",""Valentine's Day"",""Regular""]"
151816,Men's Full Length Turkish Terry Robe,"[""Clothing"",""Sleepwear"",""Robes""]",,//s7.landsend.com/is/image/LandsEnd/184354_FW20_FF_A6J?$ix_img_v1$&amp;wid=170&amp;hei=255,,https://www.landsend.com/products/mens-full-length-turkish-terry-robe/id_151816,17317,,"[15324,15366,15371]",99.95,99.95,99.95,99.95,4.5,826,,AE,"[""Adult"",""Mens"",""For Him"",""Birthday"",""Regular""]"
160796,Performance Twill Apron,"[""Kitchen & Dining"",""Kitchen & Table Linens"",""Aprons""]",,//s7.landsend.com/is/image/LandsEnd/199102_CY14_LF_DTK?$ix_img_v1$&amp;wid=170&amp;hei=255,,https://www.landsend.com/products/performance-twill-apron/id_160796,1036,,"[15437,15438,15439]",15.95,15.95,15.95,15.95,4.9,9,,AE,"[""Adult"",""Unisex"",""Mens"",""Womens"",""Thanksgiving"",""Entertaining"",""Regular""]"
160895,Pillow Protectors (Set of 2)        ,"[""Bed"",""Pillows"",""Pillows""]",,//s7.landsend.com/is/image/LandsEnd/216633_AG11_LF_WHI?$ix_img_v1$&amp;wid=170&amp;hei=255,,https://www.landsend.com/products/pillow-protectors-set-of-2-/id_160895,5006,,"[15484,15504,15505]",19.95,24.95,19.95,24.95,4.0,61,,AE,"[""Adult""]"
161296,Men's Performance Twill Shirt,"[""Clothing"",""Tops"",""Casual Buttondown Shirts""]",,//s7.landsend.com/is/image/LandsEnd/179017_SS21_FF_DBB?$ix_img_v1$&amp;wid=170&amp;hei=255,,https://www.landsend.com/products/mens-performance-twill-shirt/id_161296,10777,,"[15324,15325,15746]",35.95,40.95,35.95,40.95,4.2,266,,AE,"[""Adult"",""Mens"",""Regular"",""Tall""]"
161297,Men's Performance Twill Shirt,"[""Clothing"",""Tops"",""Casual Buttondown Shirts""]",,//s7.landsend.com/is/image/LandsEnd/179020_SS21_FF_BUR?$ix_img_v1$&amp;wid=170&amp;hei=255,,https://www.landsend.com/products/mens-performance-twill-shirt/id_161297,7380,,"[15324,15325,15746]",30.95,35.95,30.95,35.95,4.4,213,,AE,"[""Adult"",""Mens"",""Regular"",""Tall""]"
162717,Women's Plus Size Sport Knit High Rise Elastic Waist Pull On Capri Pants,"[""Clothing"",""Bottoms"",""Capris & Crops""]",,//s7.landsend.com/is/image/LandsEnd/194154_FW21_FF_DCH?$ix_img_v1$&amp;wid=170&amp;hei=255,,https://www.landsend.com/products/womens-plus-size-sport-knit-high-rise-elastic-waist-pull-on-capri-pants/id_162717,558,,"[15324,15329,15332]",42.95,42.95,42.95,42.95,4.0,1678,,AE,"[""Adult"",""Womens"",""Spring"",""Summer"",""Fall"",""Plus Size""]"
172835,Boys Long Sleeve No Iron Pinpoint Dress Shirt,"[""Clothing"",""Tops"",""Dress Shirts""]",,//s7.landsend.com/is/image/LandsEnd/219320_BQ16_LB_BLU?$ix_img_v1$&amp;wid=170&amp;hei=255,,https://www.landsend.com/products/boys-long-sleeve-no-iron-pinpoint-dress-shirt/id_172835,7555,,"[15324,15325,15745]",37.95,37.95,37.95,37.95,4.5,69,,AE,"[""Big Boy size 8-20"",""Little Boy size 4-7"",""Boys"",""Graduation"",""Back To School"",""Regular""]"
174747,Men's Serious Sweats Sweatpants,"[""Clothing"",""Bottoms"",""Pants""]",,//s7.landsend.com/is/image/LandsEnd/242586_FW21_FF_DCH?$ix_img_v1$&amp;wid=170&amp;hei=255,,https://www.landsend.com/products/mens-serious-sweats-sweatpants/id_174747,6796,,"[15324,15329,15331]",49.95,54.95,49.95,54.95,5.0,1,,AE,"[""Adult"",""Mens"",""For Him"",""Regular"",""Tall""]"
175288,No Iron Supima Sateen Solid Bedskirt,"[""Bed"",""Bed Skirts & Box Spring Covers"",""Bed Skirts""]",,//s7.landsend.com/is/image/LandsEnd/255130_AG16_LF_WHI?$ix_img_v1$&amp;wid=170&amp;hei=255,,https://www.landsend.com/products/no-iron-supima-sateen-solid-bedskirt/id_175288,1133,,"[15484,15489,15490]",69.95,109.95,69.95,109.95,4.5,17,,AE,"[""Adult"",""California King"",""Twin"",""Full"",""King"",""Queen""]"
176101,Ultimate Goose Down Comforter,"[""Bed"",""Duvets & Comforters"",""Duvet Inserts & Comforters""]",,//s7.landsend.com/is/image/LandsEnd/251797_0218_LS_WHI?$ix_img_v1$&amp;wid=170&amp;hei=255,,https://www.landsend.com/products/ultimate-goose-down-comforter/id_176101,1287,,"[15484,15495,15497]",399.95,449.95,399.95,449.95,4.0,45,,AE,"[""Adult""]"
177417,6oz Supima Flannel Sheet Set,"[""Bed"",""Sheets"",""Pillow Cases""]",,//s7.landsend.com/is/image/LandsEnd/263703_A811_D3_HME?$ix_img_v1$&amp;wid=170&amp;hei=255,,https://www.landsend.com/products/6oz-supima-flannel-sheet-set/id_177417,16379,,"[15484,15499,15503]",39.95,239.95,39.95,239.95,4.7,772,,AE,"[""Adult"",""Wedding"",""Gifts"",""For Home"",""Birthday"",""California King"",""Twin"",""King"",""Queen"",""XL Twin"",""Bedset-Fl"",""Bedset-Q"",""Pillowcase-Std""]"
178400,Girls Solid Jumper,"[""Clothing"",""Dresses"",""Jumpers""]",,//s7.landsend.com/is/image/LandsEnd/068176_5Y07_M1_GRA?$ix_img_v1$&amp;wid=170&amp;hei=255,,https://www.landsend.com/products/girls-solid-jumper/id_178400,588,,"[15324,15335,15824]",37.95,40.95,37.95,40.95,4.1,20,,AE,"[""Big Girl size 7-16"",""Little Girl size 4-6X"",""Girls"",""Regular"",""Plus Size""]"
178442,Girls Plaid Jumper,"[""Clothing"",""Dresses"",""Jumpers""]",,//s7.landsend.com/is/image/LandsEnd/65010_5Y07_LF_WPD?$ix_img_v1$&amp;wid=170&amp;hei=255,,https://www.landsend.com/products/girls-plaid-jumper/id_178442,2058,,"[15324,15335,15824]",42.95,45.95,42.95,45.95,4.1,94,,AE,"[""Big Girl size 7-16"",""Little Girl size 4-6X"",""Girls"",""Regular"",""Plus Size""]"
178450,Kids Plaid Tie,"[""Accessories"",""Accessories"",""Ties""]",,//s7.landsend.com/is/image/LandsEnd/426728_BR12_LF_HNP?$ix_img_v1$&amp;wid=170&amp;hei=255,,https://www.landsend.com/products/kids-plaid-tie/id_178450,628,,"[15398,15399,15413]",20.95,20.95,20.95,20.95,4.3,24,,AE,"[""Little Kid size 4-7"",""Big Kid size 8-20"",""Girls"",""Boys"",""Unisex"",""Graduation"",""Back To School"",""Regular""]"
178474,Kids Stripe Tie,"[""Accessories"",""Accessories"",""Ties""]",,//s7.landsend.com/is/image/LandsEnd/426733_BR12_LF_CYC?$ix_img_v1$&amp;wid=170&amp;hei=255,,https://www.landsend.com/products/kids-stripe-tie/id_178474,1109,,"[15398,15399,15413]",20.95,20.95,20.95,20.95,4.5,14,,AE,"[""Little Kid size 4-7"",""Big Kid size 8-20"",""Girls"",""Boys"",""Unisex"",""Graduation"",""Back To School"",""Regular""]"
178623,Girls Long Sleeve Feminine Fit Mesh Polo Shirt,"[""Clothing"",""Tops"",""Polo Shirts""]",,//s7.landsend.com/is/image/LandsEnd/230952_5Y07_LF_GRH?$ix_img_v1$&amp;wid=170&amp;hei=255,,https://www.landsend.com/products/girls-long-sleeve-feminine-fit-mesh-polo-shirt/id_178623,14000,,"[15324,15325,15744]",22.95,22.95,22.95,22.95,4.1,8,,AE,"[""Big Girl size 7-16"",""Little Girl size 4-6X"",""Girls"",""Back To School"",""Regular""]"
178624,Girls Short Sleeve Feminine Fit Interlock Polo Shirt,"[""Clothing"",""Tops"",""Polo Shirts""]",,//s7.landsend.com/is/image/LandsEnd/230955_5Y07_LF_RED?$ix_img_v1$&amp;wid=170&amp;hei=255,,https://www.landsend.com/products/girls-short-sleeve-feminine-fit-interlock-polo-shirt/id_178624,3740,,"[15324,15325,15744]",19.95,19.95,19.95,19.95,4.4,114,,AE,"[""Big Girl size 7-16"",""Little Girl size 4-6X"",""Girls"",""Back To School"",""Regular""]"
178625,Girls Long Sleeve Feminine Fit Interlock Polo Shirt,"[""Clothing"",""Tops"",""Polo Shirts""]",,//s7.landsend.com/is/image/LandsEnd/230958_5Y07_LF_BLU?$ix_img_v1$&amp;wid=170&amp;hei=255,,https://www.landsend.com/products/girls-long-sleeve-feminine-fit-interlock-polo-shirt/id_178625,10039,,"[15324,15325,15744]",22.95,22.95,22.95,22.95,4.1,44,,AE,"[""Big Girl size 7-16"",""Little Girl size 4-6X"",""Girls"",""Back To School"",""Regular""]"
178676,Boys Cotton Plain Front Chino Shorts,"[""Clothing"",""Bottoms"",""Shorts""]",,//s7.landsend.com/is/image/LandsEnd/231164_AH11_LF_KHA?$ix_img_v1$&amp;wid=170&amp;hei=255,,https://www.landsend.com/products/boys-cotton-plain-front-chino-shorts/id_178676,7508,,"[15324,15329,15333]",27.95,32.95,19.99,30.95,3.5,61,,AE,"[""Big Boy size 8-20"",""Little Boy size 4-7"",""Young Men"",""Boys"",""Young Mens"",""Summer"",""Regular"",""Slim"",""Husky""]"
180160,Men's Comfort Waist Pleated No Iron Chino Pants,"[""Clothing"",""Bottoms"",""Pants""]",,//s7.landsend.com/is/image/LandsEnd/299540_FW21_FF_LST?$ix_img_v1$&amp;wid=170&amp;hei=255,,https://www.landsend.com/products/mens-comfort-waist-pleated-no-iron-chino-pants/id_180160,7059,,"[15324,15329,15331]",59.95,64.95,59.95,64.95,5.0,2,,AE,"[""Adult"",""Mens"",""Regular Rise"",""Long Rise""]"
180161,Men's Comfort Waist No Iron Chino Pants,"[""Clothing"",""Bottoms"",""Pants""]",,//s7.landsend.com/is/image/LandsEnd/299553_FW21_FF_KHA?$ix_img_v1$&amp;wid=170&amp;hei=255,,https://www.landsend.com/products/mens-comfort-waist-no-iron-chino-pants/id_180161,17194,,"[15324,15329,15331]",59.95,64.95,59.95,64.95,4.3,60,,AE,"[""Adult"",""Mens"",""Easter"",""Regular Rise"",""Long""]"
180769,Men's Traditional Fit Pleated No Iron Chino Pants,"[""Clothing"",""Bottoms"",""Pants""]",,//s7.landsend.com/is/image/LandsEnd/299565_FW21_FF_C94?$ix_img_v1$&amp;wid=170&amp;hei=255,,https://www.landsend.com/products/mens-traditional-fit-pleated-no-iron-chino-pants/id_180769,8225,,"[15324,15329,15331]",54.95,59.95,54.95,59.95,5.0,3,,AE,"[""Adult"",""Mens"",""Regular Rise"",""Long Rise""]"
180770,Men's Traditional Fit No Iron Chino Pants,"[""Clothing"",""Bottoms"",""Pants""]",,//s7.landsend.com/is/image/LandsEnd/299560_FW21_FF_CHA?$ix_img_v1$&amp;wid=170&amp;hei=255,,https://www.landsend.com/products/mens-traditional-fit-no-iron-chino-pants/id_180770,25588,,"[15324,15329,15331]",54.95,59.95,54.95,59.95,3.5,2,,AE,"[""Adult"",""Mens"",""Easter"",""Regular Rise"",""Long Rise""]"
180936,Men's Comfort Waist 9' No Iron Chino Shorts,"[""Clothing"",""Bottoms"",""Shorts""]",,//s7.landsend.com/is/image/LandsEnd/300889_FW20_FF_KHA?$ix_img_v1$&amp;wid=170&amp;hei=255,,https://www.landsend.com/products/mens-comfort-waist-9-no-iron-chino-shorts/id_180936,9782,,"[15324,15329,15333]",49.95,49.95,49.95,49.95,5.0,1,,AE,"[""Adult"",""Mens"",""Summer"",""Regular Rise""]"
181016,Men's Comfort Waist 6' No Iron Chino Shorts,"[""Clothing"",""Bottoms"",""Shorts""]",,//s7.landsend.com/is/image/LandsEnd/300888_FW20_FF_KHA?$ix_img_v1$&amp;wid=170&amp;hei=255,,https://www.landsend.com/products/mens-comfort-waist-6-no-iron-chino-shorts/id_181016,6289,,"[15324,15329,15333]",49.95,49.95,49.95,49.95,4.5,389,,AE,"[""Adult"",""Mens"",""Regular Rise""]"
